Wall time,Step,Value
1663057072.090963,0,0.010937499813735485
1663057082.338285,1,0.015250000171363354
1663057091.880229,2,0.015449999831616879
1663057101.470641,3,0.01602499932050705
1663057111.250218,4,0.01730000041425228
1663057120.617728,5,0.018275000154972076
1663057130.096293,6,0.01875000074505806
1663057139.462051,7,0.020224999636411667
1663057148.851756,8,0.021674999967217445
1663057158.18927,9,0.022424999624490738
1663057167.537428,10,0.022450000047683716
1663057177.127596,11,0.02302500046789646
1663057186.697006,12,0.02332499995827675
1663057196.327797,13,0.023874999955296516
1663057205.717778,14,0.024700000882148743
1663057215.283744,15,0.02474999986588955
1663057225.075193,16,0.026074999943375587
1663057234.279184,17,0.026399999856948853
1663057244.227418,18,0.027124999091029167
1663057253.720408,19,0.027374999597668648
1663057263.213885,20,0.029374999925494194
